index,Станок,Группа,Тип,Мощность,КПД,Точность,Автоматизация,Специализация,Масса,Классификация_по_массе,Длина,Ширина,Высота,Габаритный_диаметр,Город,Производитель,Тип_станка
378,3Б634,3.0,6.0,3.2,0.75,П,Ручной,Универсальный,425.0,Лёгкий,1000.0,665.0,1230.0,Ø 400,Мукачево,None,Точильно-шлифовальный напольный
379,3Б642,3.0,6.0,2.5,0.75,П,Ручной,Универсальный,1280.0,Средний,2050.0,1820.0,1550.0,Витебск,None,None,Универсально-заточной с гидроприводом
380,3Б70В,3.0,7.0,1.0,0.75,В,Ручной,Универсальный,1500.0,Средний,1465.0,1950.0,1610.0,160 х 400,Орша,None,Плоскошлифовальный с горизонтальным шпинделем универсальный
381,3Б722,3.0,7.0,10.0,0.75,П,Ручной,Универсальный,6950.0,Средний,3410.0,2020.0,2290.0,320 х 1000,Липецк,None,Плоскошлифовальный с горизонтальным шпинделем универсальный
382,3Б724,3.0,7.0,22.0,0.75,П,Ручной,Универсальный,19890.0,Тяжёлый,5660.0,2580.0,2750.0,400 х 2000,Воронеж,None,Плоскошлифовальный с горизонтальным шпинделем универсальный
383,3В423,3.0,4.0,11.0,0.75,П,Ручной,Универсальный,8180.0,Средний,5500.0,2550.0,1670.0,Ø 580,Лубны,None,Круглошлифовальный для перешлифовки шеек коленвалов
384,3В641,3.0,6.0,0.6,0.75,П,Ручной,Универсальный,790.0,Лёгкий,1375.0,1260.0,1410.0,Чита,None,None,Универсально-заточной
385,3В642,3.0,6.0,1.5,0.75,П,Ручной,Универсальный,1250.0,Средний,2050.0,1820.0,1550.0,Чита,None,None,Универсально-заточной
386,3Г71,3.0,7.0,2.2,0.75,В,Ручной,Универсальный,2000.0,Средний,1870.0,1550.0,1980.0,200 х 630,Орша,None,Плоскошлифовальный с горизонтальным шпинделем универсальный
387,3Г71М,3.0,7.0,2.2,0.75,В,Ручной,Универсальный,2250.0,Средний,1980.0,1840.0,1860.0,200 х 630,Орша,None,Плоскошлифовальный с горизонтальным шпинделем универсальный
388,3Г833,3.0,8.0,3.0,0.75,Н,Ручной,Универсальный,1200.0,Средний,1205.0,1180.0,2670.0,Майкоп,Краснореченск,None,Хонинговальный вертикальный одношпиндельный
389,3Д4230,3.0,4.0,11.0,0.75,В/А,Ручной,Универсальный,7500.0,Средний,5600.0,2600.0,1900.0,Ø 580,Лубны,None,Круглошлифовальный для перешлифовки коренных и шатунных шеек коленвалов
390,3Д641Е,3.0,6.0,0.63,0.75,П,Ручной,Универсальный,850.0,Лёгкий,1165.0,1116.0,1350.0,Ø 200 х 400,Витебск,Мукачево,Универсально-заточной
391,3Д642Е,3.0,6.0,1.1,0.75,П,Ручной,Универсальный,1650.0,Средний,1715.0,1810.0,1635.0,Витебск,None,None,Универсально-заточной
392,3Д692,3.0,6.0,2.2,0.75,П,Полуавтомат,Универсальный,2450.0,Средний,1930.0,890.0,1890.0,Витебск,None,None,Заточной для дисковых пил полуавтомат
393,3Д711АФ10-1 (ОРША 2045),3.0,7.0,2.2,0.75,В,Ручной,Универсальный,1740.0,Средний,1600.0,1680.0,1540.0,200 х 450,Орша,None,Плоскошлифовальный с крестовым столом и горизонтальным шпинделем
394,3Д711ВФ11,3.0,7.0,2.2,0.75,В,Ручной,Универсальный,2950.0,Средний,2595.0,1775.0,2035.0,200 х 450,Орша,None,Плоскошлифовальный с крестовым столом и горизонтальным шпинделем
395,3Д722,3.0,7.0,15.0,0.75,П,Ручной,Универсальный,8400.0,Средний,3510.0,2130.0,2360.0,320 х 1000,Липецк,None,Плоскошлифовальный с горизонтальным шпинделем универсальный
396,3Д725,3.0,7.0,30.0,0.75,П,Ручной,Универсальный,15450.0,Тяжёлый,5750.0,2860.0,2860.0,400 х 2000,Воронеж,None,Плоскошлифовальный с горизонтальным шпинделем универсальный
397,3Д756,3.0,7.0,30.0,0.75,П,Ручной,Универсальный,10100.0,Тяжёлый,4440.0,2530.0,2520.0,Ø 800,Воронеж,None,Плоскошлифовальный с вертикальным шпинделем и круглым столом
398,3Е12,3.0,1.0,3.0,0.75,А,Ручной,Универсальный,3500.0,Средний,3200,2400,1600,None,None,None,Круглошлифовальный особо высокой точности
399,3Е180Е,3.0,1.0,2.0,0.75,В,Ручной,Универсальный,1200.0,Средний,1570,1145,1755,None,None,None,Круглошлифовальный бесцентровый (бесцентровошлифовальный)
400,3Е184В,3.0,1.0,30.0,0.75,"В,А",Ручной,Универсальный,6990.0,Средний,3650,2420,2120,None,None,None,Круглошлифовальный бесцентровый (бесцентровошлифовальный)
401,3Е642,3.0,6.0,2.2,0.75,П,Ручной,Универсальный,1160.0,Средний,1745.0,1940.0,1550.0,Витебск,None,None,Заточной универсальный
402,3Е642Е,3.0,6.0,2.2,0.75,П,Ручной,Универсальный,1160.0,Средний,1745.0,1940.0,1550.0,Витебск,None,None,Универсально-заточной
403,3Е692,3.0,6.0,2.2,0.75,П,Полуавтомат,Универсальный,1860.0,Средний,2450.0,960.0,1910.0,Витебск,None,None,Заточной для дисковых пил полуавтомат
404,3Е710В,3.0,7.0,1.5,0.75,В,Ручной,Универсальный,1000.0,Средний,1150.0,1145.0,1585.0,250 х 125,Орша,None,Плоскошлифовальный с горизонтальным шпинделем универсальный
405,3Е711В,3.0,7.0,4.0,0.75,В,Ручной,Универсальный,2550.0,Средний,2000.0,1770.0,1920.0,200 х 450,Орша,None,Плоскошлифовальный с крестовым столом и горизонтальным шпинделем
406,3Е711ВФ2,3.0,7.0,5.5,0.75,В,Ручной,Универсальный,3200.0,Средний,2595.0,1820.0,2035.0,200 х 630,Орша,None,Плоскошлифовальный c УЦИ
407,3Е756,3.0,7.0,37.0,0.75,П,Ручной,Универсальный,9000.0,Средний,4425.0,2525.0,3405.0,Ø 800,Воронеж,None,Плоскошлифовальный с вертикальным шпинделем и круглым столом
408,3Е756Л,3.0,7.0,37.0,0.75,П,Ручной,Универсальный,6200.0,Средний,4425.0,2525.0,3405.0,Ø 800,Ø 1000,Воронеж,Плоскошлифовальный с вертикальным шпинделем и круглым столом
409,3К12,3.0,1.0,5.5,0.75,П,Ручной,Универсальный,3100.0,Средний,2600,1900,1975,None,None,None,Круглошлифовальный универсальный
410,3К225А,3.0,2.0,1.1,0.75,А,Ручной,Универсальный,2900.0,Средний,2295.0,1800.0,1750,Ø 400,Саратов,None,Внутришлифовальный универсальный особо высокой точности
411,3К225В,3.0,2.0,1.1,0.75,В,Ручной,Универсальный,2900.0,Средний,2295.0,1800.0,1750,Ø 400,Саратов,None,Внутришлифовальный универсальный высокой точности
412,3К227А,3.0,2.0,4.0,0.75,А,Ручной,Универсальный,4400.0,Средний,2885,1900,1750,Ø 400,Саратов,None,Внутришлифовальный универсальный особо высокой точности
413,3К227В,3.0,2.0,4.0,0.75,В,Ручной,Универсальный,4400.0,Средний,2885,1900,1750,Ø 400,Саратов,None,Внутришлифовальный универсальный
414,3К228А,3.0,2.0,7.5,0.75,А,Ручной,Универсальный,6400.0,Средний,3535,1460,1870,Ø 200,Воронеж,None,Внутришлифовальный универсальный
415,3К228В,3.0,2.0,7.5,0.75,В,Ручной,Универсальный,6400.0,Средний,3535.0,1460.0,1870.0,Ø 400,Воронеж,Саратов,Внутришлифовальный универсальный высокой точности
416,3К229А,3.0,2.0,7.5,0.75,А,Ручной,Универсальный,8300.0,Средний,4165,1780,2000,Ø 200,Воронеж,None,Внутришлифовальный универсальный
417,3К229В,3.0,2.0,7.5,0.75,В,Ручной,Универсальный,8300.0,Средний,4165.0,1780.0,2000.0,Ø 400,Воронеж,Саратов,Внутришлифовальный универсальный высокой точности
418,3К631,3.0,6.0,0.75,0.75,Н,Ручной,Универсальный,46.0,Лёгкий,570.0,390.0,390.0,Ø 150,Мукачево,None,Точильно-шлифовальный настольный двусторонний
419,3К634,3.0,6.0,4.0,0.75,Н,Ручной,Универсальный,358.0,Лёгкий,1000.0,680.0,1230.0,Ø 400,Мукачево,None,Точильно-шлифовальный напольный
420,3К833,3.0,8.0,4.0,0.75,Н,Ручной,Универсальный,1520.0,Средний,1295.0,1145.0,2755.0,Майкоп,Краснореченск,None,Хонинговальный вертикальный одношпиндельный
421,3Л631,3.0,6.0,0.75,0.75,П,Ручной,Универсальный,42.0,Лёгкий,610.0,372.0,382.0,Ø 150,Мукачево,None,Точильно-шлифовальный настольный двусторонний
422,3Л722В,3.0,7.0,11.0,0.75,"В, А",Ручной,Универсальный,7000.0,Средний,4810.0,2660.0,2660.0,320 х 1000,Липецк,None,Плоскошлифовальный с горизонтальным шпинделем универсальный
423,3Л741ВФ10,3.0,7.0,11.0,0.75,В,Ручной,Универсальный,5800.0,Средний,2860.0,1630.0,2660.0,Ø 630,Липецк,None,Плоскошлифовальный с круглым магнитным столом
424,3М131,3.0,1.0,7.5,0.75,П,Полуавтомат,Универсальный,6835.0,Средний,5620,2585,2170,None,None,None,Круглошлифовальный универсальный полуавтомат
425,3М132В,3.0,1.0,10.0,0.75,В,Полуавтомат,Универсальный,6980.0,Средний,5000,2580,2220,None,None,None,Круглошлифовальный универсальный полуавтомат
426,3М151,3.0,1.0,10.0,0.75,П/В,Полуавтомат,Универсальный,5600.0,Средний,4605,2450,2170,None,None,None,Круглошлифовальный универсальный полуавтомат
427,3М152,3.0,1.0,10.0,0.75,П/В,Полуавтомат,Универсальный,6100.0,Средний,4605,2970,2170,None,None,None,Круглошлифовальный универсальный полуавтомат
428,3М152Ф2,3.0,1.0,11.0,0.75,П,Полуавтомат,Универсальный,6500.0,Средний,5400,2400,2170,None,None,None,Круглошлифовальный с ЧПУ универсальный полуавтомат
